"x","y","z"
0.914994784252472,0.395276406990993,3.22279157831983E-06
0.907754242703847,0.410953654391704,3.49026087097266E-06
0.90024071661841,0.426507532245232,3.62820760567684E-06
0.892456374307214,0.441932988031355,3.63309612403018E-06
0.884403518607017,0.457225042517855,3.50727313342949E-06
0.876084575591817,0.472378796532246,3.2584832029575E-06
0.867502084650938,0.487389435303942,2.89932492290516E-06
0.858658689999129,0.50225223172545,2.44668793006954E-06
0.849557133052196,0.516962549464843,1.92118576682287E-06
0.840200245081986,0.531515846367289,1.34661049595231E-06
0.830590939752846,0.545907678471559,7.49447834983358E-07
0.82073220488348,0.560133705101233,1.58448312817856E-07
0.810627091904987,0.574189695164005,-3.9587228249653E-07
0.800278700698234,0.588071533404505,-8.82076375237516E-07
0.789690157999319,0.601775223154314,-1.26931949292654E-06
0.778864582304066,0.615296889973459,-1.52972281822555E-06
0.767805086534477,0.628632723958392,-1.64144731131734E-06
0.756514710522987,0.641779003510273,-1.59190479604904E-06
0.744996446149315,0.654732012209601,-1.38026200017345E-06
0.733253245180286,0.667488002866271,-1.01844021395012E-06
0.721288054562202,0.680043162034188,-5.3019014032589E-07
0.709103863774111,0.692393593496915,5.16017470492606E-08
0.696703752823727,0.704535323476412,6.88701818662993E-07
0.684090930442147,0.716464323520374,1.34150090912982E-06
0.671268756876901,0.728176542617222,1.97237259391717E-06
0.658240751719509,0.739667939744439,2.54799170190051E-06
0.64501059147013,0.750934511175503,3.04060695063501E-06
0.631582102471432,0.761972311173608,3.42854467670072E-06
0.617959252958179,0.772777467759327,3.69628934124347E-06
0.604146145205275,0.783346195917499,3.834389724426E-06
0.590147007027481,0.793674809467675,3.83929278475886E-06
0.575966181878922,0.8037597313866,3.71310728530951E-06
0.561608117825124,0.813597501875502,3.46327481790869E-06
0.547077356455652,0.823184784050393,3.10214477298421E-06
0.532378522632098,0.832518367995236,2.64646729800378E-06
0.517516315090252,0.841595174170224,2.11681820813826E-06
0.502495497209552,0.850412256638355,1.5369675737362E-06
0.487320887310618,0.858966805891603,9.33215274837174E-07
0.471997348391371,0.867256150968279,3.33728477661368E-07
0.456529777418719,0.875277761118341,-2.32111575568555E-07
0.440923093595361,0.883029247675127,-7.34437459278231E-07
0.425182223862864,0.890508366004596,-1.14390416450016E-06
0.40931208361478,0.897713015239394,-1.43324354555112E-06
0.393317552386335,0.90464123115551,-1.57952578983229E-06
0.377203448062113,0.911291167033673,-1.56699590312889E-06
0.360974495448239,0.917661064568066,-1.38996765131721E-06
0.344635368071803,0.923749191089217,-1.05497339146751E-06
0.328190635046468,0.929553820198532,-5.81366729987674E-07
0.311644845107104,0.935073176924234,6.73256922089855E-11
0.295002566060672,0.940305426654033,6.50355185081747E-07
0.278268436631511,0.945248683979579,1.32671248697895E-06
0.261447206802563,0.949901041957595,1.98703052893478E-06
0.244543759401857,0.954260611806388,2.59352799528127E-06
0.227563112876141,0.958325561927231,3.11503265907319E-06
0.210510410960957,0.96209414855383,3.52787768971942E-06
0.193390906942517,0.965564735843645,3.81579368257457E-06
0.176209948425998,0.968735807745658,3.96931535048846E-06
0.158972964942927,0.971605975636007,3.98511732685051E-06
0.141685457767278,0.974173984683209,3.86547371343252E-06
0.124352990310885,0.976438719848612,3.61784379307015E-06
0.106981178134453,0.978399211081744,3.25449858834825E-06
0.089575678656619,0.980054637268915,2.79210907439131E-06
0.072142180979695,0.981404329216965,2.2512578100396E-06
0.054686395766767,0.982447772337222,1.65586254529397E-06
0.03721404452973,0.983184609240749,1.03250512447645E-06
0.019730847747597,0.983614641614942,4.09661514358773E-07
0.002242511919351,0.983737830403601,-1.83159691219384E-07
-0.015245283776096,0.983554293857193,-7.16359649885537E-07
-0.032726900827723,0.98306430389492,-1.16129501129072E-06
-0.050196755408869,0.98226828131878,-1.49151797855271E-06
-0.067649334456005,0.981166789115645,-1.68435198646008E-06
-0.085079214345585,0.979760521019596,-1.7228945276855E-06
-0.102481079928976,0.978050281414394,-1.59834219443046E-06
-0.119849738245512,0.976036954185457,-1.31223738283803E-06
-0.137180119433679,0.97372146247904,-8.77985811657204E-07
-0.154467259102348,0.971104726699694,-3.20960414443496E-07
-0.171706273925571,0.96818762935146,3.23219111638489E-07
-0.188892263934448,0.964971009418413,1.012121234126E-06
-0.20602033536204,0.961455659440393,1.70100001681586E-06
-0.223085512580513,0.957642363504587,2.34734987115985E-06
-0.240082729559843,0.953531936606081,2.9145623393133E-06
-0.257006828780671,0.949125266015195,3.37410033477262E-06
-0.273852574741429,0.944423343917044,3.70614549684202E-06
-0.290614674190472,0.939427287825611,3.89912178048472E-06
-0.307287796179953,0.934138350387574,3.94868638645332E-06
-0.323866588327501,0.928557922880808,3.85669017424967E-06
-0.34034568902113,0.922687536524387,3.63036285706068E-06
-0.35671973710337,0.916528863847751,3.28173731435974E-06
-0.372983380638801,0.910083720532958,2.82720082122708E-06
-0.389131285625382,0.90335406737411,2.28705644526724E-06
-0.405158145011664,0.89634201216023,1.68502920172899E-06
-0.421058688485606,0.889049811555464,1.0476870620592E-06
-0.436827693774695,0.881479872783013,4.03742863849698E-07
-0.452460000006013,0.873634754218555,-2.16812914961108E-07
-0.46795052287171,0.865517163528073,-7.837879159728E-07
-0.483294270461321,0.857129952276477,-1.26806720700145E-06
-0.498486358377312,0.848476106833723,-1.64304516284928E-06
-0.513522023364299,0.839558736135977,-1.88614904351442E-06
-0.528396635536248,0.830381056705906,-1.98041940389817E-06
-0.543105709364691,0.820946374352324,-1.91612501034483E-06
-0.557644912328428,0.811258061127949,-1.69232765546631E-06
-0.572010068072729,0.801319526653907,-1.31816273270572E-06
-0.586197149581922,0.79113418531179,-8.13435994034229E-07
-0.600202258746446,0.780705424192947,-2.08083241253282E-07
-0.614021592194097,0.77003657917706,4.59799416004324E-07
-0.627651398114284,0.759130926271497,1.14727670828339E-06
-0.641087932717802,0.747991691858038,1.81072532081155E-06
-0.6543274349895,0.736622072040369,2.40998403053291E-06
-0.66736607153806,0.725025301991841,2.91165450851644E-06
-0.680199990872722,0.713204647154813,3.29101315295547E-06
-0.692825299450114,0.701163466420811,3.53245559647226E-06
-0.705238091382833,0.688905224946071,3.62884153774112E-06
-0.717434469812685,0.676433503900761,3.58030599544093E-06
-0.729410565030507,0.663752002502912,3.39304522490727E-06
-0.741162548067028,0.650864536316303,3.07835134791523E-06
-0.752686640567301,0.637775034866061,2.65192317254127E-06
-0.763979122504182,0.624487540117829,2.13334225447785E-06
-0.775036339117497,0.611006206221471,1.54559304120636E-06
-0.785854708136174,0.597335300395938,9.14557244540904E-07
-0.796430728277361,0.583479204569794,2.68441726081183E-07
-0.806760990049892,0.569442416966914,-3.62925763876923E-07
-0.81684218956141,0.555229552196611,-9.49040133530037E-07
-0.826671145106622,0.540845337963669,-1.46000095994619E-06
-0.836244815088338,0.526294606711538,-1.8681428113735E-06
-0.845560314925062,0.511582281442151,-2.14988754104285E-06
-0.854614930527348,0.49671335619586,-2.28758660911374E-06
-0.863406126632283,0.481692872599178,-2.27110680349088E-06
-0.871931549210989,0.466525894134291,-2.09898412239235E-06
-0.880189021667463,0.451217479547727,-1.77906158483006E-06
-0.888176534437563,0.435772656679728,-1.32856355882585E-06
-0.895892227316749,0.420196398449449,-7.73524113631163E-07
-0.903334364164187,0.404493603693476,-1.47439541588409E-07
-0.91050130102482,0.388669086332006,5.10949177117503E-07
-0.917391450898395,0.372727576035863,1.16066613246122E-06
-0.924003250356583,0.356673731747094,1.76196039670247E-06
-0.930335138115243,0.340512155161557,2.27964873102386E-06
-0.936385523812599,0.324247467540568,2.68572467954433E-06
-0.942152814169813,0.307884274385539,2.96081389741501E-06
-0.947635406099812,0.291427237961162,3.09439557602449E-06
-0.952831709119789,0.274881085109288,3.08407533227859E-06
-0.957740165138921,0.258250617224364,2.93437988206894E-06
-0.962359266250492,0.241540712835766,2.65551700408226E-06
-0.966687568630838,0.224756325635684,2.2623539232264E-06
-0.970723702494728,0.207902480720637,1.77365169633072E-06
-0.974466379157415,0.190984271053246,1.21146690513101E-06
-0.977914396615575,0.174006855291515,6.00621187309284E-07
-0.981066645074735,0.156975457444438,-3.18175672225745E-08
-0.983922113857994,0.139895368181651,-6.57086339737678E-07
-0.98647990111087,0.122771946826536,-1.24540688239286E-06
-0.988739227340928,0.105610622094296,-1.76696080510716E-06
-0.990699452794937,0.088416888871801,-2.19332433830087E-06
-0.992360097064922,0.071196298324901,-2.49939792735433E-06
-0.99372085769207,0.05395443970126,-2.6656420633203E-06
-0.994781623683408,0.036696914190295,-2.68022409470552E-06
-0.995542480301287,0.019429303406993,-2.54061096939882E-06
-0.996003703164481,0.002157136610688,-2.25425693279787E-06
-0.996165741953418,-0.015114138915409,-1.83827403556529E-06
-0.99602919595465,-0.032379180790855,-1.31821051005376E-06
-0.9955947846862,-0.049632765772446,-7.26187804688071E-07
-0.994863316855942,-0.066869794761988,-9.86371615074519E-08
-0.993835660355924,-0.084085288998266,5.26201173930578E-07
-0.992512715449492,-0.101274378300698,1.11089814744159E-06
-0.990895393049434,-0.118432282567585,1.6214160665732E-06
-0.988984599858512,-0.135554288284758,2.02939494185337E-06
-0.986781231735359,-0.152635722568084,2.31383806211071E-06
-0.984286175666238,-0.169671927870976,2.46195837961729E-06
-0.981500317231349,-0.186658252346355,2.46913848844194E-06
-0.978424563268954,-0.203589986661461,2.33818516565345E-06
-0.97505984679503,-0.220462426562313,2.07820682562408E-06
-0.971407150397215,-0.237270822104254,1.70344104219646E-06
-0.967467517488562,-0.254010390548467,1.23223309557483E-06
-0.963242062190626,-0.270676319403679,6.8620798969298E-07
-0.958731976434873,-0.287263769929522,8.95826991687349E-08
-0.953938535252421,-0.303767879975628,-5.31441739834583E-07
-0.948863101483373,-0.320183765411558,-1.14923771962553E-06
-0.943507131398441,-0.336506519809011,-1.73529599518073E-06
-0.937872182983186,-0.352731212812063,-2.26087457111661E-06
-0.93195992849793,-0.368852888927223,-2.69796407323994E-06
-0.925772171891845,-0.384866569893769,-3.02079083815836E-06
-0.919310869589174,-0.400767264492511,-3.20792495999501E-06
-0.912578150667978,-0.416549988758058,-3.24476950177108E-06
-0.905576330694468,-0.432209796872782,-3.12591168599161E-06
-0.89830791361577,-0.447741819344134,-2.85668542822586E-06
-0.89077557854506,-0.463141301950087,-2.45342600300575E-06
-0.882982152244318,-0.478403637889497,-1.94225307467992E-06
-0.87493057200987,-0.493524387194811,-1.35663716669959E-06
-0.866623845849323,-0.508499281066434,-7.3429662260278E-07
-0.858065016523198,-0.523324212737546,-1.14026108021392E-07
-0.849257133675856,-0.537995219119426,4.67102631355082E-07
-0.840203235270973,-0.552508458011796,9.75973389509356E-07
-0.83090633731158,-0.566860184474266,1.38508694970927E-06
-0.821369430052463,-0.581046728218217,1.67371041693789E-06
-0.811595479305761,-0.595064472712826,1.82854132453728E-06
-0.801587432108036,-0.608909836506454,1.84387262399157E-06
-0.791348226196016,-0.622579257626276,1.72126377204282E-06
-0.780880802297019,-0.636069182080497,1.4688023110614E-06
-0.77018811003575,-0.649376066314689,1.10012048683643E-06
-0.759273151281216,-0.662496337176741,6.33352241079166E-07
-0.748138946240481,-0.675426448562031,9.0153488942691E-08
-0.736788572702165,-0.688162845663021,-5.05169445022864E-07
-0.725225166019,-0.700701976823203,-1.12644370208649E-06
-0.713451925252946,-0.713040295879944,-1.74634247822412E-06
-0.701472118573716,-0.725174264056421,-2.33702555825051E-06
-0.689289088761261,-0.737100350951997,-2.87073053975362E-06
-0.676906260334014,-0.748815034440815,-3.32043032604595E-06
-0.664327150334961,-0.760314800417921,-3.66078378134193E-06
-0.651555384243261,-0.77159614518904,-3.86962867013922E-06
-0.638594716284668,-0.782655584834498,-3.93011087523556E-06
-0.625449050084734,-0.793489675653937,-3.83322321129191E-06
-0.612122452740859,-0.804095047007202,-3.58017580191414E-06
-0.598619154884681,-0.814468443145423,-3.18383399180064E-06
-0.584943532163587,-0.824606766014196,-2.66858101155919E-06
-0.571100069040863,-0.834507108938685,-2.06838282836195E-06
-0.557093311591766,-0.844166772950003,-1.42338208184243E-06
-0.542927819375945,-0.853583262694903,-7.75781859700674E-07
-0.528608125952977,-0.862754265044449,-1.65911632389544E-07
-0.514138713643913,-0.871677617879323,3.70832811353282E-07
-0.499524002886717,-0.880351277376302,8.05883811704486E-07
-0.484768352528743,-0.888773289707974,1.1183315897216E-06
-0.469876066125581,-0.896941769257806,1.29501242101269E-06
-0.454851400526765,-0.904854882436415,1.33019008574854E-06
-0.439698575204726,-0.912510835174784,1.22504331918884E-06
-0.424421782308884,-0.919907862882506,9.87036199351407E-07
-0.409025197621964,-0.927044222839585,6.2917998396154E-07
-0.393512991933639,-0.933918189481551,1.69198509806868E-07
-0.377889341823657,-0.94052805257399,-3.71362834718055E-07
-0.362158439079467,-0.946872117473101,-9.68037663470557E-07
-0.346324487503514,-0.952948710554019,-1.59432173489661E-06
-0.330391755162952,-0.958756163644295,-2.22252724081378E-06
-0.314364514242015,-0.964292841505619,-2.82460287895209E-06
-0.298247092886416,-0.969557126497136,-3.37288882594482E-06
-0.282043870890544,-0.974547425342888,-3.84081736549311E-06
-0.26575928690732,-0.979262171366921,-4.20364586337214E-06
-0.249397847596615,-0.983699826737337,-4.4394187475458E-06
-0.232964140606526,-0.987858886594344,-4.53038871345535E-06
-0.21646285169781,-0.99173788892046,-4.46499758003567E-06
-0.199898782901284,-0.995335434528823,-4.24021622917617E-06
-0.183276864943906,-0.99865021925366,-3.86368587346314E-06
-0.166602155722694,-1.00168107554527,-3.35488489552251E-06
-0.149879819052739,-1.00442701527653,-2.74463356632933E-06
-0.133115083926289,-1.00688726259848,-2.07267036989119E-06
-0.11631319156859,-1.00906126719406,-1.38363728018485E-06
-0.099479342231487,-1.0109486940555,-7.22334051272646E-07
-0.082618653562333,-1.0125493934061,-1.29306454036429E-07
-0.06573613763344,-1.01386336009832,3.62362218101132E-07
-0.048836696815523,-1.01489069327703,7.28670638187653E-07
-0.031925133033914,-1.01563156418201,9.54877499808382E-07
-0.015006162883648,-1.0160861947924,1.03473893061115E-06
0.001915567307148,-1.01625484548695,9.69374030914244E-07
0.018835468945509,-1.01613780795171,7.66161867481995E-07
0.035749000765383,-1.01573540026563,4.37823553146546E-07
0.052651659157488,-1.01504796298716,1.65300745802024E-09
0.069538968528154,-1.01407585646269,-5.2120785655339E-07
0.086406472024111,-1.0128194597253,-1.10652674001154E-06
0.103249723245297,-1.01127917069793,-1.72779447382597E-06
0.12006427894988,-1.0094554069519,-2.35708485134884E-06
0.136845691990032,-1.0073486065681,-2.96594396401963E-06
0.153589515542316,-1.00495922760032,-3.526290510942E-06
0.170291247000463,-1.0022877574792,-4.01130105103873E-06
0.186946390860974,-0.999334706722734,-4.3962741387893E-06
0.203550402652692,-0.996100620675975,-4.65950450110247E-06
0.220098692371575,-0.992586083889039,-4.78329000963733E-06
0.23658661456448,-0.988791727718662,-4.75522460014938E-06
0.253009456333461,-0.984718242178501,-4.56985294164981E-06
0.269362425123432,-0.98036639562654,-4.23053355998211E-06
0.285640641517064,-0.975737064398252,-3.75105401526499E-06
0.301839144195594,-0.970831270343214,-3.15632746353847E-06
