0.001 -0.00337112 3.81047 11.0703
0.0015 -0.0106539 9.5507 55.1587
0.002 -0.065774 22.1405 267.243
0.0025 -0.213091 49.7531 1287.46
0.003 -0.899234 110.312 6195.09
0.0035 -3.04723 243.124 29802.4
0.004 -7.17967 534.42 143363
0.0045 -23.321 1173.17 689610
0.005 -61.382 2574 3.3172e+06
0.0055 -168.492 5645.6 1.59563e+07
0.006 -450.286 12380.4 7.6751e+07
0.0065 -1192.4 27145.3 3.69173e+08
0.007 -3035.87 59515.4 1.77571e+09
0.0075 -6735.52 130526 8.54139e+09
0.008 -17094.4 286133 4.10825e+10
0.0085 -42909.5 627175 1.97596e+11
0.009 -114944 1.37383e+06 9.5031e+11
0.0095 -284257 3.01001e+06 4.57048e+12
0.01 -644590 6.59925e+06 2.19828e+13
0.0105 -1.56883e+06 1.44562e+07 1.05722e+14
0.011 -3.79704e+06 3.16616e+07 5.08437e+14
0.0115 -9.62867e+06 6.92611e+07 2.44491e+15
0.012 -2.1921e+07 1.51777e+08 1.17583e+16
0.0125 -5.23352e+07 3.32186e+08 5.65434e+16
0.013 -1.29556e+08 7.25921e+08 2.71873e+17
0.0135 -2.97423e+08 1.58944e+09 1.3074e+18
0.014 -6.97086e+08 3.47666e+09 6.28654e+18
0.0145 -1.64969e+09 7.59812e+09 3.02265e+19
0.015 -3.85757e+09 1.66067e+10 1.45332e+20
0.0155 -8.96625e+09 3.62922e+10 6.98757e+20
0.016 -2.11272e+10 7.91975e+10 3.3593e+21
0.0165 -4.92708e+10 1.72835e+11 1.61499e+22
0.017 -1.14657e+11 3.77e+11 7.76375e+22
0.0175 -2.66272e+11 8.21903e+11 3.73213e+23
0.018 -6.27872e+11 1.78701e+12 1.79381e+24
0.0185 -1.44339e+12 3.89383e+12 8.62266e+24
0.019 -3.35669e+12 8.46272e+12 4.14425e+25
0.0195 -7.49238e+12 1.85023e+13 1.99235e+26
0.02 -1.75002e+13 4.01073e+13 9.57425e+26
0.0205 -3.98289e+13 8.72754e+13 4.60167e+27
0.021 -9.22929e+13 1.88959e+14 2.21118e+28
0.0215 -2.10868e+14 4.09943e+14 1.06259e+29
0.022 -4.83893e+14 8.87127e+14 5.10574e+29
0.0225 -1.09136e+15 1.92776e+15 2.45366e+30
0.023 -2.55184e+15 4.13016e+15 1.17851e+31
0.0235 -5.77208e+15 8.94061e+15 5.66257e+31
0.024 -1.30867e+16 1.93092e+16 2.72052e+32
0.0245 -2.93132e+16 4.18951e+16 1.30723e+33
0.025 -6.75358e+16 8.94115e+16 6.27775e+33
0.0255 -1.53139e+17 1.91979e+17 3.01538e+34
0.026 -3.44381e+17 4.13647e+17 1.44851e+35
0.0265 -7.83254e+17 8.81874e+17 6.95594e+35
0.027 -1.75024e+18 1.90252e+18 3.34147e+36
0.0275 -4.00046e+18 4.00974e+18 1.60408e+37
0.028 -9.01756e+18 8.52836e+18 7.70246e+37
0.0285 -2.0088e+19 1.83409e+19 3.69958e+38
0.029 -4.5697e+19 3.82479e+19 1.77556e+39
0.0295 -1.02365e+20 8.10644e+19 8.52502e+39
0.03 -2.30117e+20 1.69967e+20 4.09212e+40
0.0305 -5.07909e+20 3.67624e+20 1.96559e+41
0.031 -1.15287e+21 7.46072e+20 9.42872e+41
0.0315 -2.54858e+21 1.60021e+21 4.52798e+42
0.032 -5.76295e+21 3.19689e+21 2.17158e+43
0.0325 -1.27728e+22 6.73484e+21 1.04251e+44
0.033 -2.8632e+22 1.34265e+22 5.00031e+44
0.0335 -6.37921e+22 2.6987e+22 2.39887e+45
0.034 -1.41544e+23 5.46422e+22 1.15102e+46
